word,vector
2877,"[0.0339655727148056,0.025818822905421257,-0.0784103125333786,-0.049260661005973816,0.03923514857888222]"
161024,"[-0.2146783471107483,-0.09805845469236374,0.2222990095615387,-0.20561635494232178,-0.2557027339935303]"
8405,"[-0.007383876014500856,0.0015038587152957916,0.15618427097797394,-0.030159078538417816,-0.0403827428817749]"
7025,"[-0.03225475177168846,-0.025506459176540375,-0.01974549889564514,-0.01633578911423683,0.042493317276239395]"
5093,"[-0.025596141815185547,0.05617509409785271,0.1355806440114975,-0.15863241255283356,-0.038428451865911484]"
184721,"[0.05364508926868439,-0.14910271763801575,0.006405500695109367,-0.05671318992972374,0.013958132825791836]"
1255,"[0.04361148923635483,-0.02269401215016842,0.062146496027708054,0.11898279190063477,-0.09396678954362869]"
152711,"[-0.0787372887134552,-0.09080211073160172,0.08041340857744217,-0.06007974222302437,-0.11916085332632065]"
2099,"[-0.0833130031824112,0.06959053874015808,0.08423947542905807,0.024459535256028175,0.034323714673519135]"
133115,"[-0.0851123183965683,-0.04514425992965698,0.013532179407775402,0.0799914002418518,-0.10866448283195496]"
3359,"[-0.041204437613487244,-0.0859300047159195,0.07274322956800461,-0.1894640326499939,-0.1927318423986435]"
7346,"[0.000712044071406126,0.026651736348867416,0.0005445962306112051,-0.035139136016368866,-0.0762304812669754]"
2457,"[-0.042157869786024094,-0.12724830210208893,-0.07489589601755142,-0.0849817544221878,-0.07412247359752655]"
1270,"[-0.8452627658843994,0.012052970007061958,-1.2178438901901245,0.48599717020988464,-0.4724545180797577]"
3355,"[-0.07826276868581772,0.14939716458320618,-0.08784641325473785,-0.2133745700120926,0.039284784346818924]"
5902,"[-0.043347928673028946,-0.3443579077720642,0.12514324486255646,-0.3862011432647705,-0.16784562170505524]"
80969,"[-0.061704251915216446,-0.057382840663194656,-0.010428125970065594,-0.13901032507419586,-0.05705186352133751]"
60684,"[-0.2451973408460617,-0.22086650133132935,0.14871527254581451,-0.30929094552993774,-0.13947048783302307]"
4971,"[0.08330582082271576,-0.08880633115768433,0.01006854884326458,-0.06004789099097252,0.0587613470852375]"
1014,"[0.001760832965373993,0.10971301048994064,-0.062124140560626984,0.02140486054122448,-0.020123248919844627]"
173205,"[0.04195648431777954,-0.014669356867671013,0.13883712887763977,-0.010290795937180519,-0.08454503864049911]"
50794,"[-0.10096770524978638,0.003766911569982767,0.07181284576654434,0.012432253919541836,-0.04673216491937637]"
184245,"[-0.009791867807507515,0.06044231355190277,0.1265556663274765,-0.1222730278968811,-0.08859915286302567]"
5989,"[0.08318258821964264,-0.4286530911922455,-0.014334696345031261,-0.5300408005714417,-0.22787171602249146]"
69644,"[-0.10700234770774841,-0.13149484992027283,0.21836744248867035,-0.1552935242652893,-0.017220398411154747]"
4484,"[-0.04848763346672058,0.024549702182412148,0.04000275209546089,-0.07252924144268036,0.06363420933485031]"
49824,"[-0.05944858491420746,0.02706911414861679,-0.008420897647738457,-0.04217752814292908,0.08871809393167496]"
4902,"[-0.02733141928911209,-0.13189741969108582,0.1006944328546524,-0.12322636693716049,-0.11009066551923752]"
4956,"[-0.034964144229888916,-0.09380091726779938,-0.005648818798363209,-0.012074470520019531,0.0879894569516182]"
5400,"[-0.008683368563652039,-0.05581732839345932,0.0873306393623352,-0.15945811569690704,-0.05849107727408409]"
4225,"[-0.2948598563671112,-0.06465718895196915,0.28533533215522766,-0.10289262980222702,-0.026051189750432968]"
5219,"[-0.06295277178287506,-0.19687393307685852,0.1953675001859665,-0.16889584064483643,-0.0861150398850441]"
86898,"[-0.06334590166807175,-0.07729187607765198,-0.033510901033878326,-0.11473818868398666,-0.01505623385310173]"
3061,"[-0.17928406596183777,-0.044046979397535324,0.1325862556695938,-0.12893956899642944,-0.06404560804367065]"
179401,"[-0.27210575342178345,-0.2488405853509903,0.31899967789649963,-0.20867130160331726,-0.10492832213640213]"
5896,"[0.006606278009712696,-0.08848869800567627,0.06032110005617142,0.05755523219704628,-0.0192340649664402]"
2118,"[-0.0636017844080925,-0.014707665890455246,0.03335247188806534,-0.1432213932275772,-0.06778605282306671]"
1111,"[0.08517759293317795,0.08959612995386124,-0.19563180208206177,0.05918697640299797,-0.07247088849544525]"
134847,"[-0.06258894503116608,-0.08185263723134995,0.181521937251091,-0.1366509348154068,-0.05945146083831787]"
4428,"[-0.09097497165203094,0.047415561974048615,0.0020043712574988604,-0.10972724854946136,0.018483709543943405]"
148978,"[-0.11938992142677307,-0.12816274166107178,0.09210578352212906,-0.05572127550840378,-0.07134752720594406]"
106062,"[0.02269304171204567,-0.0769483894109726,-0.005871198605746031,-0.004173736087977886,0.04244878888130188]"
80831,"[-0.07051919400691986,-0.03916781768202782,-0.037604913115501404,0.025311682373285294,-0.029330315068364143]"
40826,"[-0.015639889985322952,-0.028572453185915947,0.08210481703281403,-0.1537637710571289,-0.00192636763677001]"
1358,"[-0.23629550635814667,-0.05488405376672745,-0.3485046625137329,0.12330007553100586,-0.22788581252098083]"
3521,"[-0.03399837017059326,-0.13066381216049194,0.06486231088638306,-0.11062083393335342,0.01094289030879736]"
1297,"[-0.46352261304855347,0.09343086183071136,-0.34431836009025574,0.28512582182884216,-0.20563450455665588]"
60333,"[-0.01685643382370472,0.0026393893640488386,0.02165292389690876,-0.06782201677560806,-0.0736544206738472]"
70,"[0.33159691095352173,0.47958436608314514,0.47576814889907837,0.7043434381484985,0.16068992018699646]"
8645,"[-0.04473007470369339,-0.03657657653093338,-0.0507793091237545,-0.06852388381958008,-0.27266842126846313]"
55765,"[-0.1947377771139145,-0.16653940081596375,0.08465363830327988,-0.3391439914703369,-0.026920875534415245]"
542,"[-0.1129714846611023,0.06785660982131958,-0.016177505254745483,0.029112229123711586,-0.01960606500506401]"
95088,"[-0.17976129055023193,-0.14063890278339386,0.10476726293563843,0.07833532243967056,-0.09230503439903259]"
46572,"[-0.14499706029891968,-0.07246710360050201,0.084996797144413,0.018626311793923378,-0.06739121675491333]"
210,"[-0.0011480236425995827,0.015142894349992275,0.07263064384460449,0.06044560670852661,-0.07261698693037033]"
965,"[0.12426188588142395,-0.026309138163924217,-0.31124499440193176,0.06705600023269653,-0.006780339404940605]"
2579,"[-0.06573668867349625,0.11982370167970657,0.05981126055121422,-0.15152549743652344,-0.04357586428523064]"
6192,"[-0.14454011619091034,-0.20656511187553406,0.21413210034370422,-0.08781325817108154,-0.1253328025341034]"
4395,"[-0.06649121642112732,0.021230295300483704,0.11817517131567001,-0.004615277051925659,-0.09157150983810425]"
53519,"[-0.11015677452087402,-0.10575823485851288,-0.07105202227830887,-0.20275862514972687,-0.3116883635520935]"
1233,"[-0.4341650605201721,-0.021352488547563553,-0.6548755764961243,0.8495107889175415,-0.3823646008968353]"
55080,"[-0.02353445440530777,0.005429764278233051,0.04511377215385437,-0.021800367161631584,0.01739543303847313]"
86487,"[-0.06034509465098381,-0.07452337443828583,0.008899105712771416,0.05103471130132675,-0.10891172289848328]"
40629,"[-0.1997816264629364,-0.08047954738140106,0.13691505789756775,-0.10654152929782867,-0.018546385690569878]"
8370,"[-0.12328585982322693,-0.10003182291984558,0.16903837025165558,-0.2077803760766983,-0.20982007682323456]"
95965,"[-0.09322389960289001,0.037233877927064896,0.07042333483695984,-0.012637471780180931,-0.04934234172105789]"
5016,"[-0.019236240535974503,-0.11083546280860901,0.1196826919913292,-0.04756268113851547,-0.01582489162683487]"
127204,"[-0.1533821076154709,-0.15027779340744019,0.2494458705186844,-0.11086411029100418,-0.1352473795413971]"
70183,"[-0.029129445552825928,-0.07682526856660843,0.1459999829530716,-0.09902830421924591,-0.02048182673752308]"
1754,"[-0.03759269043803215,0.024457909166812897,-0.014999527484178543,-0.02197219617664814,-0.11071515828371048]"
178613,"[-0.22216802835464478,-0.03191716596484184,0.27771085500717163,-0.031224146485328674,0.027732688933610916]"
7234,"[-0.14551033079624176,-0.23924995958805084,0.16164082288742065,-0.14978593587875366,-0.16030801832675934]"
6014,"[-0.08571742475032806,-0.02556869201362133,0.05394621193408966,0.014751454815268517,0.050555795431137085]"
105954,"[0.05718884617090225,0.06813600659370422,0.0009631337597966194,-0.08675213903188705,-0.02761700376868248]"
2037,"[-0.031648267060518265,0.06713554263114929,-0.005440658889710903,0.007355344481766224,0.030721565708518028]"
136562,"[-0.22883081436157227,-0.019544973969459534,0.08773020654916763,-0.05869251862168312,-0.157454252243042]"
927,"[0.02857184037566185,-0.11251383274793625,-0.18838635087013245,0.0403391532599926,0.041465576738119125]"
3189,"[-0.027666281908750534,-0.027363700792193413,0.09464741498231888,-0.16546104848384857,-0.05136097967624664]"
575,"[-0.061884600669145584,-0.12682630121707916,0.04058863967657089,0.11942463368177414,0.1040157899260521]"
6442,"[0.06085788458585739,0.048994917422533035,0.019183926284313202,0.019580477848649025,-0.08230610936880112]"
2394,"[-0.17447635531425476,-0.02101973071694374,0.09057597815990448,0.04854752495884895,-0.162620410323143]"
514,"[-0.05428034067153931,-0.06299014389514923,-0.09842105954885483,0.13082024455070496,0.2100333273410797]"
81932,"[0.06280221790075302,-0.08623334765434265,0.13714155554771423,-0.12904469668865204,-0.2759290039539337]"
6893,"[-0.015821676701307297,-0.006867734249681234,0.12548813223838806,-0.14340050518512726,-0.08792409300804138]"
6553,"[-0.00824239943176508,-0.06351366639137268,-0.05891488119959831,-0.02545294724404812,0.06896916776895523]"
1342,"[0.010865306481719017,-0.07125692814588547,0.024028170853853226,-0.07601789385080338,0.061128173023462296]"
2928,"[-0.045516859740018845,-0.07043349742889404,-0.019124828279018402,-0.0886206179857254,-0.018890537321567535]"
147410,"[-0.1718338429927826,-0.06212273985147476,0.26067036390304565,-0.16014216840267181,-0.061216846108436584]"
27821,"[0.124938003718853,-0.11051926016807556,0.11392097175121307,0.025040000677108765,0.03840802237391472]"
136556,"[0.06407245993614197,0.0020742365159094334,0.10047189891338348,-0.05978567153215408,-0.10633378475904465]"
8191,"[-0.0069505684077739716,-0.032468825578689575,-0.05053774639964104,-0.09835931658744812,0.07181870937347412]"
7155,"[0.08748738467693329,-0.1178651750087738,0.09941218793392181,-0.08363917469978333,-0.12116335332393646]"
4826,"[-0.13263602554798126,-0.07514125853776932,0.06299199163913727,-0.002495232503861189,0.022781934589147568]"
184791,"[-0.006698843091726303,-0.024680864065885544,0.07777531445026398,-0.03910309076309204,-0.11339063942432404]"
6163,"[-0.10091713070869446,0.006229442544281483,0.017936212942004204,-0.07630324363708496,-0.03503039479255676]"
4794,"[-0.0020446032285690308,0.030253633856773376,-0.0640009269118309,-0.015592297539114952,0.0910632386803627]"
266,"[-0.057791568338871,0.38980138301849365,0.2874905467033386,0.6278538703918457,0.48523086309432983]"
600,"[0.11168716847896576,-0.0774126797914505,-0.015241391956806183,0.12571963667869568,0.1462516486644745]"
61132,"[-0.260802298784256,-0.2543143630027771,0.16469928622245789,-0.20386238396167755,-0.13547880947589874]"
2570,"[-0.10098028182983398,-0.10369529575109482,0.09768068045377731,-0.05557510629296303,0.04961148649454117]"
5382,"[0.04011886566877365,-0.032126285135746,-0.00982130691409111,-0.025081835687160492,0.07306180149316788]"
40962,"[-0.04096684232354164,-0.07547223567962646,0.10186371207237244,-0.12136171013116837,-0.1039315015077591]"
8600,"[0.0801006555557251,-0.05475437641143799,-0.006530147977173328,-0.14878466725349426,-0.1262301653623581]"
3569,"[0.07392200827598572,0.0007941145449876785,0.059497442096471786,0.04584129899740219,-0.013185787945985794]"
137337,"[-0.09386888891458511,-0.09438849240541458,0.07099618017673492,-0.006762628443539143,0.0031573818996548653]"
2568,"[-0.03031228482723236,0.08636532723903656,-0.005210849456489086,-0.0946931391954422,0.04801105335354805]"
143367,"[-0.011552656069397926,-0.008917173370718956,0.01565677858889103,-0.10105389356613159,-0.029546912759542465]"
2,"[0.5941385626792908,0.1644800752401352,0.3834328055381775,0.49223601818084717,0.13750393688678741]"
193573,"[-0.22197309136390686,-0.08545415848493576,0.08707770705223083,-0.1246185302734375,-0.035159435123205185]"
113829,"[-0.09781130403280258,0.032654620707035065,0.106722392141819,0.05306832864880562,0.06708519160747528]"
26778,"[-0.09202589839696884,-0.030520828440785408,0.07893695682287216,0.04124325513839722,0.038078803569078445]"
6707,"[-0.1527407318353653,-0.12183714658021927,0.09092434495687485,-0.026049064472317696,-0.07826083898544312]"
95441,"[-0.23623034358024597,-0.13878092169761658,0.2574496567249298,-0.2530527114868164,-0.31707513332366943]"
1190,"[0.010171754285693169,0.02816665731370449,-0.02008235640823841,0.06103842332959175,-0.08446860313415527]"
190209,"[-0.1433204561471939,-0.045484159141778946,-0.09658661484718323,-0.10005272924900055,0.004462417680770159]"
810,"[0.1438860148191452,0.004747407510876656,-0.06302933394908905,0.01586405746638775,-0.01554538682103157]"
1405,"[-0.11125767976045609,-0.05901974067091942,-0.06617334485054016,-0.021226441487669945,-0.14990708231925964]"
3492,"[-0.035134926438331604,-0.05842745304107666,0.05176299810409546,-0.06401655077934265,-0.10691660642623901]"
7216,"[-0.05016928166151047,-0.11581142246723175,0.19510620832443237,-0.11590517312288284,-0.0962219387292862]"
128360,"[-0.09984924644231796,-0.1280275285243988,0.24310548603534698,-0.25177261233329773,-0.19647301733493805]"
1399,"[0.0028358474373817444,0.05855546519160271,0.06928503513336182,0.0861567035317421,-0.019179439172148705]"
8813,"[-0.026945898309350014,-0.05873816832900047,0.05036637559533119,0.05701177194714546,-0.08220086991786957]"
1584,"[-0.2665002942085266,-0.0032904399558901787,-0.20736144483089447,0.21305322647094727,0.0702691525220871]"
3827,"[-0.08334620296955109,0.04971008002758026,-0.013206209056079388,0.011203777976334095,0.07655766606330872]"
53280,"[0.05923779681324959,-0.016835125163197517,-0.02918817102909088,-0.05624063313007355,-0.06014009192585945]"
3510,"[-0.06788429617881775,0.05821279063820839,0.08530571311712265,-0.3236139714717865,-0.07108988612890244]"
81831,"[-0.1398729830980301,0.010097934864461422,0.08547607064247131,-0.016150396317243576,-0.14259423315525055]"
6971,"[-0.05773688107728958,-0.017419442534446716,0.25609803199768066,-0.06220557168126106,-0.13184814155101776]"
41712,"[-0.03447849303483963,0.07419154793024063,0.02160680666565895,0.025618884712457657,-0.0005067065358161926]"
68659,"[0.0053701261058449745,-0.036116547882556915,0.00034243438858538866,-0.06664278358221054,0.05056186392903328]"
2409,"[-0.17095786333084106,-0.06385824084281921,-0.001849855063483119,-0.02120513655245304,-0.12362831830978394]"
107408,"[-0.22009266912937164,-0.12654970586299896,0.14792320132255554,-0.07575084269046783,-0.09885012358427048]"
122912,"[-0.22525863349437714,-0.08775413781404495,0.03359419107437134,-0.04366610571742058,-0.19584742188453674]"
26903,"[-0.19061915576457977,-0.0541023351252079,0.10956582427024841,-0.07623255997896194,-0.12434743344783783]"
26084,"[-0.02658119425177574,-0.13666319847106934,0.06299500912427902,-0.0016079656779766083,-0.1009562611579895]"
1963,"[-0.07159274071455002,0.05623231083154678,0.07858569175004959,0.09008938819169998,-0.04655160382390022]"
1292,"[-0.233843132853508,-0.05113599821925163,-0.24378135800361633,-0.006128787994384766,-0.11089766770601273]"
6460,"[0.041041046380996704,-0.05626358091831207,0.1626662015914917,-0.11221170425415039,-0.1352347433567047]"
38198,"[-0.0003719853702932596,0.016792088747024536,0.09861623495817184,0.005288245156407356,-0.014587562531232834]"
167746,"[-0.07967329025268555,-0.17447899281978607,0.24256540834903717,-0.19856254756450653,-0.1815836876630783]"
69757,"[0.06999865174293518,-0.11889622360467911,0.19676032662391663,-0.34863293170928955,-0.22077520191669464]"
2967,"[-0.11688631027936935,-0.0031989833805710077,-0.03409601002931595,-0.11030501127243042,-0.0655980333685875]"
2948,"[0.08384706825017929,0.1209762692451477,-0.07860398292541504,-0.4728096127510071,0.04885676130652428]"
86,"[0.07078398019075394,-0.0023598428815603256,0.08720023930072784,0.1616351306438446,0.06552744656801224]"
1252,"[-0.7518226504325867,-0.15031926333904266,-0.7148298621177673,0.662138044834137,-0.3040100932121277]"
5812,"[-0.27766987681388855,-0.15944921970367432,0.22622354328632355,-0.17243540287017822,-0.05288379639387131]"
4642,"[-0.25669774413108826,-0.18881694972515106,0.1950017511844635,-0.09721304476261139,-0.10623528063297272]"
26471,"[-0.0736468955874443,-0.1029491126537323,0.13250061869621277,-0.14900045096874237,-0.06970559805631638]"
141718,"[0.07456699013710022,0.0032693827524781227,0.054262515157461166,0.009001115337014198,-0.09131334722042084]"
3079,"[-0.0732024684548378,-0.014894861727952957,-0.0639190524816513,-0.15196023881435394,-0.08676598966121674]"
2676,"[-0.036134712398052216,-0.07994871586561203,0.03229906037449837,-0.12872499227523804,0.018689416348934174]"
2059,"[0.07667071372270584,0.009365933947265148,0.09848012030124664,0.051851242780685425,0.06389132142066956]"
5267,"[-0.08561593294143677,-0.009080254472792149,0.2088092863559723,-0.11990177631378174,-0.013475017622113228]"
3649,"[-0.03993644565343857,-0.07869300246238708,0.09246154874563217,-0.11120837926864624,0.056797537952661514]"
34048,"[0.003115929663181305,0.008461066521704197,-0.11312461644411087,-0.1300605684518814,-0.10489542037248611]"
54881,"[-0.11686001718044281,-0.07615285366773605,0.10817960649728775,-0.1517075002193451,-0.06999725103378296]"
8690,"[-0.03774557262659073,-0.08212002366781235,0.04478680342435837,-0.05516842380166054,-0.06450814753770828]"
46578,"[-0.19689489901065826,-0.06128586083650589,0.0014257911825552583,-0.3764677047729492,-0.26787859201431274]"
115969,"[0.06310833990573883,0.015640191733837128,0.12494989484548569,-0.1089480072259903,0.06938432157039642]"
67408,"[0.02113916166126728,0.058280691504478455,0.13791513442993164,-0.040542539209127426,-0.07235433161258698]"
109850,"[-0.02585848979651928,0.0759972631931305,-0.03821282088756561,0.018285026773810387,-0.09783924371004105]"
3081,"[-0.1265222728252411,0.17823125422000885,0.035227615386247635,-0.591225802898407,-0.11334581673145294]"
2439,"[-0.08654078096151352,-0.054668597877025604,0.08065526187419891,0.056428276002407074,-0.02391248568892479]"
91978,"[0.01623019203543663,-0.0193047933280468,0.07858899235725403,-0.09708301723003387,-0.05860364809632301]"
7060,"[-0.004378905985504389,-0.11574076861143112,-0.03288869932293892,-0.0706271305680275,-0.13619588315486908]"
114662,"[-0.10118813067674637,-0.08768092840909958,0.18502777814865112,-0.19071629643440247,-0.24066367745399475]"
2918,"[-0.1254809945821762,0.19387322664260864,-0.41844770312309265,-0.9343348741531372,0.10868488252162933]"
4037,"[-0.21114499866962433,-0.05531167611479759,0.22296592593193054,-0.07774826884269714,-0.06729340553283691]"
5481,"[0.035355836153030396,-0.194539412856102,0.2339175045490265,-0.11673202365636826,0.05037644878029823]"
2558,"[-0.0015147402882575989,-0.04372100904583931,0.0428134985268116,0.01738794334232807,-0.054573576897382736]"
4995,"[0.35624173283576965,-0.8245382308959961,0.2388022541999817,-0.2927953600883484,-0.0292908176779747]"
70521,"[0.0592997781932354,-0.10800808668136597,0.07470539212226868,0.029384011402726173,-0.0052118501625955105]"
44022,"[-0.006830876227468252,-0.13002607226371765,0.12225715816020966,-0.16697485744953156,-0.24243438243865967]"
112512,"[-0.07182130962610245,0.004621446132659912,0.0959232747554779,0.0029474273324012756,0.034710340201854706]"
140110,"[-0.16081437468528748,-0.10207507014274597,0.19792324304580688,-0.19536088407039642,-0.14974796772003174]"
7320,"[0.08094572275876999,0.05556940287351608,0.0918596014380455,-0.014140668325126171,0.03159043565392494]"
121231,"[-0.11021435260772705,-0.14014661312103271,0.07067408412694931,-0.00500557292252779,0.0026235159020870924]"
79592,"[-0.06928201764822006,-0.07960117608308792,0.15603125095367432,-0.14584939181804657,-0.1969277709722519]"
4811,"[-0.14031635224819183,-0.09112391620874405,0.09518812596797943,0.02216448448598385,-0.041096363216638565]"
7294,"[0.04511036351323128,-0.028447924181818962,-0.03223511949181557,-0.10184083133935928,-0.07338065654039383]"
1414,"[0.06873852759599686,0.05180048197507858,0.0960795059800148,0.057193245738744736,-0.015440079383552074]"
108190,"[-0.26456817984580994,0.016536574810743332,-0.01876041479408741,0.009578149765729904,-0.2739235460758209]"
1388,"[-0.05297790467739105,0.03863246366381645,-0.01768895797431469,0.0816238597035408,-0.012034177780151367]"
4967,"[-0.030912091955542564,-0.38637539744377136,0.16482603549957275,-0.20628660917282104,-0.04627218469977379]"
175293,"[-0.2079637050628662,-0.08781962096691132,0.18225936591625214,-0.2819904685020447,-0.20482029020786285]"
3624,"[-0.03922269493341446,0.017538167536258698,0.13040964305400848,-0.29431411623954773,0.02018170990049839]"
130087,"[-0.05526532232761383,0.05869996175169945,-0.06395068764686584,0.034085068851709366,-0.14050345122814178]"
5881,"[-0.14621806144714355,-0.2055431604385376,0.18025276064872742,-0.2062002420425415,-0.20446772873401642]"
188833,"[-0.07025711983442307,-0.05750203877687454,0.12649333477020264,0.08187711983919144,-0.07387425750494003]"
6994,"[-0.08331259340047836,-0.035215552896261215,-0.06828228384256363,-0.009078904055058956,0.013050622306764126]"
158872,"[-0.13990521430969238,-0.06266730278730392,0.2354630082845688,-0.19796150922775269,-0.21558615565299988]"
6679,"[0.011405609548091888,0.036721836775541306,-0.05713536962866783,-0.11966506391763687,-0.07820195704698563]"
1211,"[0.09326326847076416,0.008561313152313232,-0.48775815963745117,0.3968222439289093,-0.10013756155967712]"
6724,"[-0.015860268846154213,-0.04376578703522682,0.13601183891296387,-0.0036268746480345726,-0.08748795837163925]"
5791,"[-0.288577139377594,-0.1533166766166687,0.1075163185596466,-0.26696616411209106,-0.10256937146186829]"
104875,"[-0.10221590846776962,-0.027250956743955612,0.07393708825111389,-0.00383185688406229,-0.01720414124429226]"
3507,"[-0.1497359424829483,-0.08208044618368149,0.18890920281410217,-0.2651744484901428,-0.06805453449487686]"
1938,"[0.007756401784718037,-0.059960708022117615,0.15655334293842316,-0.09101046621799469,-0.045184943825006485]"
7714,"[-0.09954743832349777,-0.007609310559928417,0.14873281121253967,-0.09940101206302643,-0.06680675595998764]"
26073,"[-0.02307843044400215,0.016696717590093613,0.10730411857366562,0.025844935327768326,-0.020568422973155975]"
5470,"[-0.0925060361623764,-0.11684015393257141,0.1519632637500763,-0.14492715895175934,-0.009157612919807434]"
40583,"[-0.18279168009757996,-0.1611378788948059,0.20196762681007385,-0.11797884851694107,-0.06550215929746628]"
6181,"[-0.07072131335735321,-0.053637199103832245,0.03617551550269127,-0.054495006799697876,-0.10628780722618103]"
7930,"[-0.046557873487472534,0.017455007880926132,-0.05544883757829666,-0.02239648438990116,0.06111267954111099]"
3052,"[-0.17698107659816742,0.11523319780826569,0.06570565700531006,-0.6810832023620605,0.10349971801042557]"
238,"[-0.006799185648560524,-0.008858734741806984,0.03360041230916977,-0.0874900221824646,-0.054651837795972824]"
4344,"[-0.21410487592220306,-0.0480489619076252,0.03691203147172928,-0.0674264207482338,-0.03757935017347336]"
81132,"[0.04879717901349068,0.04059616103768349,0.043644845485687256,0.022965798154473305,0.003127875505015254]"
1381,"[0.04429323598742485,0.0038061155937612057,-0.0173840019851923,-0.046864863485097885,-0.06362320482730865]"
2851,"[0.002280155662447214,0.09327197819948196,-0.08874225616455078,0.02888631634414196,0.04570810869336128]"
1416,"[-0.03720966354012489,-0.002188199432566762,-0.03614062815904617,0.1436382532119751,-0.17018000781536102]"
134326,"[-0.0826200395822525,-0.15066292881965637,0.10101733356714249,-0.09194831550121307,0.009927259758114815]"
63062,"[-0.18806076049804688,-0.01830548234283924,0.07629948854446411,-0.1796620935201645,-0.20792557299137115]"
6101,"[-0.0948849618434906,0.03153390809893608,0.006129891611635685,-0.0067328703589737415,-0.11942311376333237]"
95135,"[-0.01585957780480385,0.046611491590738297,0.04750150442123413,0.02890269085764885,-0.12872178852558136]"
1702,"[-0.12810416519641876,-0.06774120032787323,-0.0033119129948318005,0.07239726185798645,-0.07893586903810501]"
1332,"[-0.12276092916727066,0.06189635023474693,-0.03788670524954796,-0.052857656031847,0.004029980860650539]"
7038,"[-0.15277940034866333,-0.048934172838926315,0.19423052668571472,-0.0839662104845047,-0.08772903680801392]"
6350,"[-0.06101324409246445,-0.30365824699401855,0.2207823246717453,-0.3119041919708252,-0.23975150287151337]"
81591,"[-0.10851377993822098,-0.10268247127532959,0.23575198650360107,-0.2821443974971771,-0.411329060792923]"
76060,"[0.05767088383436203,-0.041177213191986084,0.00654646148905158,-0.06495572626590729,-0.08487784117460251]"
32460,"[-0.2062634825706482,-0.1168040931224823,0.063838891685009,-0.11004265397787094,-0.03232215344905853]"
371,"[-0.09615746140480042,-0.0307843666523695,0.1543838083744049,0.3763972818851471,0.3581152558326721]"
2443,"[-0.0951739102602005,0.0356554239988327,-0.02810698002576828,-0.10125952214002609,-0.01793994940817356]"
81,"[-0.044426120817661285,-0.011409474536776543,-0.03655968979001045,0.009386733174324036,-0.03876883164048195]"
104283,"[-0.08183025568723679,-0.001502589788287878,-0.0592220164835453,0.018873676657676697,0.07702430337667465]"
2123,"[-0.027986600995063782,0.024571949616074562,-0.03593681752681732,0.08750578761100769,-0.0817725881934166]"
4243,"[0.07950884848833084,-0.07356403768062592,0.05492639169096947,0.017732130363583565,0.002227917779237032]"
4855,"[-0.16032595932483673,-0.19110268354415894,0.3096681535243988,-0.1282917857170105,-0.13954457640647888]"
49396,"[-0.12876762449741364,0.032029300928115845,0.09851779043674469,-0.06778620928525925,-0.08849380910396576]"
3269,"[0.018367744982242584,-0.07655256241559982,0.00543475616723299,-0.1701962798833847,-0.07303992658853531]"
5135,"[-0.10768386721611023,-0.3270553648471832,0.40225595235824585,-0.1586150825023651,-0.033025678247213364]"
26587,"[-0.09364797174930573,-0.0011656912975013256,0.020603090524673462,-0.012640357948839664,-0.07046229392290115]"
4027,"[-0.29875513911247253,0.09804915636777878,0.1488444060087204,-0.471253365278244,0.18132558465003967]"
8528,"[-0.09227165579795837,-0.03368012607097626,0.30850672721862793,-0.21348753571510315,-0.16313436627388]"
5668,"[-0.034768179059028625,0.05927405506372452,0.051681097596883774,-0.11335340887308121,-0.06828074157238007]"
56336,"[-0.10136497765779495,-0.00626127514988184,0.04522890970110893,-0.02224057912826538,-0.09835957735776901]"
117646,"[-0.0042775701731443405,-0.028782809153199196,0.08400961756706238,-0.07207263261079788,-0.10937478393316269]"
1948,"[-0.03140271455049515,-0.056086909025907516,0.017959270626306534,-0.04151787608861923,0.002394475042819977]"
1084,"[0.15238919854164124,0.11110450327396393,-0.476296991109848,0.3349560797214508,-0.0639333724975586]"
1533,"[-0.08448649942874908,-0.051593415439128876,0.0493461936712265,-0.034375157207250595,-0.12131427973508835]"
1222,"[-0.5003862380981445,0.05629419535398483,-1.120086669921875,1.2162870168685913,-0.6895998120307922]"
102194,"[-0.11394516378641129,-0.006995019968599081,-0.006392620503902435,-0.11873789876699448,-0.02380562387406826]"
179135,"[-0.000553639605641365,-0.019105464220046997,0.0032338034361600876,-0.07187756150960922,0.020910976454615593]"
100527,"[-0.07217797636985779,0.06704668700695038,0.08907719701528549,0.023107729852199554,-0.039929986000061035]"
611,"[-0.055391352623701096,-0.020335005596280098,-0.011819547042250633,0.07137463986873627,-0.07581795752048492]"
4113,"[0.07026728987693787,-0.016240762546658516,0.11375745385885239,-0.09142110496759415,-0.012490304186940193]"
791,"[0.019022271037101746,-0.10405682027339935,0.15051117539405823,-0.01936383545398712,-0.020488640293478966]"
2729,"[-0.15933570265769958,0.049426641315221786,0.02474898472428322,-0.052728042006492615,-0.04145665839314461]"
1900,"[0.05493627488613129,0.014897488988935947,0.04128412902355194,0.025699617341160774,0.04297126829624176]"
1347,"[-0.101718008518219,0.05305987223982811,-0.03673149272799492,-0.019904790446162224,-0.06796733289957047]"
53121,"[-0.1601354479789734,-0.0778641626238823,-0.030518081039190292,-0.08148346096277237,-0.10739751160144806]"
89939,"[-0.088996522128582,-0.08981328457593918,-0.04594363272190094,-0.0535334050655365,0.03056800179183483]"
